#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         lina-combo-v1        -          cm        1       56     2831     2779      -    no    1 0.75   0.1   55.3   0.00021 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_QKWY01000001.1    -         lina-combo-v1        -          cm        1       56  2429381  2429434      +    no    1 0.76   1.9   27.0   5.2e+02 !   Streptomyces sp. AC1-42W contig1, whole genome shotgun sequence
CAILMF010000020.1    -         lina-combo-v1        -          cm        1       56    64266    64235      -    no    1 0.72   0.0   27.0   5.3e+02 !   uncultured Rhodospirillales bacterium isolate KT_bin-0655 genome assembly, contig: bin-0655:20/87, whole genome shotgun sequence
NZ_LOCQ01000062.1    -         lina-combo-v1        -          cm        1       56   341604   341655      +    no    1 0.63   0.0   27.0   5.3e+02 !   Janthinobacterium psychrotolerans strain S3-2 Ga0101933_1001, whole genome shotgun sequence
JAGPDK010000143.1    -         lina-combo-v1        -          cm        1       56     6480     6534      +    no    1 0.64   0.0   27.0   5.3e+02 !   Kofleriaceae bacterium isolate Gw_SlAct_bin_39 Gw_SlAct_18188_length_11046_cov_4.045609, whole genome shotgun sequence
DLRM01000039.1       -         lina-combo-v1        -          cm        1       56    21678    21733      +    no    1 0.61   0.0   27.0   5.3e+02 !   TPA_asm: Planctomycetes bacterium UBA7888 UBA7888_contig_12517, whole genome shotgun sequence
NZ_RBAK01000007.1    -         lina-combo-v1        -          cm        1       56   273906   273947      +    no    1 0.69   0.0   27.0   5.3e+02 !   Micromonospora endolithica strain JCM 12677 contig0007, whole genome shotgun sequence
DFMV01000023.1       -         lina-combo-v1        -          cm        1       56    39604    39657      +    no    1 0.63   0.0   27.0   5.4e+02 !   MAG TPA_asm: Rhizobiales bacterium UBA3584 UBA3584_contig_232, whole genome shotgun sequence
NZ_JAAMQU010000001.1 -         lina-combo-v1        -          cm        1       56   369573   369510      -    no    1 0.70   0.0   26.9   5.4e+02 !   Pseudomonas japonica strain 66C3 NODE_1_length_554926_cov_67.826921, whole genome shotgun sequence
NZ_BMVW01000002.1    -         lina-combo-v1        -          cm        1       56   177321   177283      -    no    1 0.79   0.1   26.9   5.5e+02 !   Streptomyces poonensis strain JCM 4815 sequence02, whole genome shotgun sequence
WRBU01000012.1       -         lina-combo-v1        -          cm        1       56    10336    10279      -    no    1 0.45   0.0   26.9   5.5e+02 !   MAG: Defluviitaleaceae bacterium isolate Lab288P1bin92 Ga0131853_10018807, whole genome shotgun sequence
CAIQGU010000497.1    -         lina-combo-v1        -          cm        1       56      990      952      -    no    1 0.64   0.0   26.9   5.5e+02 !   uncultured Burkholderiales bacterium isolate T7-022_bin-548 genome assembly, contig: bin-548:497/532, whole genome shotgun sequence
DBTX01000084.1       -         lina-combo-v1        -          cm        1       56     3759     3816      +    no    1 0.47   0.0   26.9   5.6e+02 !   MAG TPA_asm: Hungateiclostridiaceae bacterium UBA1305 UBA1305_contig_9597, whole genome shotgun sequence
NZ_JAAKGV010000015.1 -         lina-combo-v1        -          cm        1       56    92484    92435      -    no    1 0.76   0.0   26.9   5.6e+02 !   Methylobacterium sp. DB0501 contig15, whole genome shotgun sequence
NC_008390.1          -         lina-combo-v1        -          cm        1       56  2062618  2062669      +    no    1 0.69   0.0   26.9   5.6e+02 !   Burkholderia ambifaria AMMD chromosome 1, complete sequence
JACRMV010000001.1    -         lina-combo-v1        -          cm        1       56   652587   652634      +    no    1 0.54   0.0   26.9   5.6e+02 !   Rhodocyclales bacterium isolate NC_groundwater_1916_Pr3_S2p5_61_40 SR2-18-S2p5_coassembly_scaffold_83184, whole genome shotgun sequence
DVJW01000048.1       -         lina-combo-v1        -          cm        1       56     8031     7986      -    no    1 0.50   0.0   26.9   5.6e+02 !   MAG TPA_asm: Candidatus Faecaligallichristensenella faecipullorum isolate ChiSjej6B24-5839 ChiSjej6B24M5__C40284_L16652_SRR6323336, whole genome shotgun sequence
PHEG01000177.1       -         lina-combo-v1        -          cm        1       56     1133     1085      -    no    1 0.65   0.0   26.9   5.7e+02 !   Alphaproteobacteria bacterium HGW-Alphaproteobacteria-2 bjp_ig2157_scaffold_5311, whole genome shotgun sequence
JAFAMT010000432.1    -         lina-combo-v1        -          cm        1       56     4342     4402      +    no    1 0.77   0.3   26.9   5.7e+02 !   MAG: Herbaspirillum sp. isolate CP_BE_RX_R2_1 BE_RX_R2_k147_456404, whole genome shotgun sequence
NZ_LT629749.1        -         lina-combo-v1        -          cm        1       56   400793   400845      +    no    1 0.81   2.0   26.8   5.7e+02 !   Friedmanniella luteola strain DSM 21741 chromosome I
JAGWYG010000163.1    -         lina-combo-v1        -          cm        1       56      657      605      -    no    1 0.77   0.3   26.8   5.7e+02 !   MAG: Chloroflexi bacterium isolate REEB485 contig-150_34901, whole genome shotgun sequence
NZ_JAAMNG010000027.1 -         lina-combo-v1        -          cm        1       56     7516     7575      +    no    1 0.42   0.0   26.8   5.7e+02 !   Clostridium estertheticum strain FP4 scaffold_26, whole genome shotgun sequence
NZ_FONA01000001.1    -         lina-combo-v1        -          cm        1       56    22600    22549      -    no    1 0.35   0.0   26.8   5.8e+02 !   Thermophagus xiamenensis strain DSM 19012, whole genome shotgun sequence
NZ_FODC01000001.1    -         lina-combo-v1        -          cm        1       56   123596   123545      -    no    1 0.65   0.0   26.8   5.8e+02 !   Duganella sp. CF517, whole genome shotgun sequence
NZ_WNWM01000002.1    -         lina-combo-v1        -          cm        1       56  2527319  2527267      -    no    1 0.70   0.0   26.8   5.8e+02 !   Massilia dura strain DSM 17513 HM5_1_1, whole genome shotgun sequence
NZ_ML136873.1        -         lina-combo-v1        -          cm        2       56    29024    29075      +    no    1 0.37   0.0   26.8   5.8e+02 !   Lactobacillus xujianguonis strain HT111-2 Scaffold3, whole genome shotgun sequence
DKSY01000008.1       -         lina-combo-v1        -          cm        1       56   169336   169396      +    no    1 0.69   0.0   26.8   5.9e+02 !   TPA_asm: Comamonadaceae bacterium UBA7244 UBA7244_contig_9, whole genome shotgun sequence
NZ_CP058554.1        -         lina-combo-v1        -          cm        1       56  3324629  3324569      -    no    1 0.69   0.0   26.8   5.9e+02 !   Comamonas piscis strain BIGb0172 chromosome
NZ_CP047895.1        -         lina-combo-v1        -          cm        1       56  2400263  2400313      +    no    1 0.67   0.0   26.8   5.9e+02 !   Sphingomonas sp. C33 chromosome, complete genome
WFUO01000046.1       -         lina-combo-v1        -          cm        1       56    33133    33184      +    no    1 0.69   0.0   26.7     6e+02 !   Gammaproteobacteria bacterium isolate S139_76 k151_49375, whole genome shotgun sequence
NZ_PKRR01000004.1    -         lina-combo-v1        -          cm        1       56   445926   445969      +    no    1 0.64   0.0   26.7   6.1e+02 !   Uliginosibacterium sp. TH139 NODE_4_length_606678_cov_412.280975, whole genome shotgun sequence
NZ_QTUC01000001.1    -         lina-combo-v1        -          cm        1       56  2501189  2501239      +    no    1 0.71   0.0   26.7   6.1e+02 !   Thermasporomyces composti strain DSM 22891 Ga0197492_11, whole genome shotgun sequence
NZ_WMIE01000018.1    -         lina-combo-v1        -          cm        1       56    25816    25753      -    no    1 0.62   0.0   26.7   6.1e+02 !   Paracoccus aestuariivivens strain NBRC 111993 Scaffold18, whole genome shotgun sequence
CAADSS010000078.1    -         lina-combo-v1        -          cm        1       56     4890     4838      -    no    1 0.55   0.0   26.7   6.1e+02 !   TPA_asm: uncultured Collinsella sp., isolate HGM04168, WGS project CAADSS010000000 data, contig: ERS235526_30_k99_145823, whole genome shotgun sequence
UROR01000013.1       -         lina-combo-v1        -          cm        1       56     1345     1293      -    no    1 0.55   0.0   26.7   6.1e+02 !   uncultured Collinsella sp. isolate UMGS1203 genome assembly, contig: NODE_989_length_26419_cov_3.168780, whole genome shotgun sequence
UQHK01000020.1       -         lina-combo-v1        -          cm        1       56     2097     2045      -    no    1 0.55   0.0   26.7   6.1e+02 !   uncultured Collinsella sp. isolate UMGS289 genome assembly, contig: NODE_631_length_36952_cov_15.600753, whole genome shotgun sequence
CAAERJ010000054.1    -         lina-combo-v1        -          cm        1       56    38423    38475      +    no    1 0.55   0.0   26.7   6.1e+02 !   TPA_asm: uncultured Collinsella sp., isolate HGM04227, WGS project CAAERJ010000000 data, contig: ERS608505_90_k95_176861, whole genome shotgun sequence
NZ_CAAKNY010000074.1 -         lina-combo-v1        -          cm        1       56    36508    36560      +    no    1 0.55   0.0   26.7   6.1e+02 !   Collinsella aerofaciens isolate Collinsella_aerofaciens_MC1, whole genome shotgun sequence
NZ_QSIL01000001.1    -         lina-combo-v1        -          cm        1       56    89278    89226      -    no    1 0.55   0.0   26.7   6.1e+02 !   Collinsella sp. AM34-10 AM34-10.Scaf1, whole genome shotgun sequence
NZ_VUME01000001.1    -         lina-combo-v1        -          cm        1       56   374771   374719      -    no    1 0.55   0.0   26.7   6.1e+02 !   Collinsella sp. WCA1-178-WT-3 (M1) seq1, whole genome shotgun sequence
NZ_JADNHZ010000025.1 -         lina-combo-v1        -          cm        1       56     4883     4831      -    no    1 0.55   0.0   26.7   6.1e+02 !   Collinsella aerofaciens strain D31t1_170403_C12 NODE_25_length_37704_cov_73.7032, whole genome shotgun sequence
WLLG01000148.1       -         lina-combo-v1        -          cm        1       56     1257     1295      +    no    1 0.64   0.0   26.7   6.1e+02 !   Actinobacteria bacterium isolate UFOp-RH-18aug17-175 RH-18aug17-175-c148, whole genome shotgun sequence
NZ_LZLJ01000083.1    -         lina-combo-v1        -          cm        1       56    60706    60661      -    no    1 0.80   0.9   26.7   6.2e+02 !   Mycobacterium sp. 1274756.6 contig_84, whole genome shotgun sequence
JAAYTZ010000101.1    -         lina-combo-v1        -          cm        1       56      953      895      -    no    1 0.73   0.0   26.7   6.2e+02 !   Propionibacterium sp. isolate AS27yjCOA_109 147265_AS27, whole genome shotgun sequence
NZ_VIWT01000001.1    -         lina-combo-v1        -          cm        1       56  2821191  2821121      -    no    1 0.76   1.2   26.7   6.3e+02 !   Kitasatospora viridis strain DSM 44826 Ga0264275_11, whole genome shotgun sequence
CAIWZS010000375.1    -         lina-combo-v1        -          cm        1       56     7554     7495      -    no    1 0.68   0.0   26.7   6.3e+02 !   uncultured Planctomycetaceae bacterium isolate LaPlata_bin-2267 genome assembly, contig: bin-2267:375/553, whole genome shotgun sequence
NZ_LZMC01000059.1    -         lina-combo-v1        -          cm        1       56      918      963      +    no    1 0.63   0.0   26.6   6.3e+02 !   Mycobacterium sp. 1274761.0 strain 1274761 contig_5, whole genome shotgun sequence
MVZL01000010.1       -         lina-combo-v1        -          cm        1       56    11314    11268      -    no    1 0.51   0.0   26.6   6.3e+02 !   Tenericutes bacterium ADurb.BinA155 BWY98_contig000010, whole genome shotgun sequence
NZ_JONW01000005.1    -         lina-combo-v1        -          cm        1       56  1065762  1065819      +    no    1 0.78   0.4   26.6   6.4e+02 !   Caulobacter sp. UNC358MFTsu5.1 BR39DRAFT_scaffold00001.1_C, whole genome shotgun sequence
JAFAXH010000015.1    -         lina-combo-v1        -          cm        1       56    27843    27786      -    no    1 0.74   0.5   26.6   6.4e+02 !   MAG: Verrucomicrobia bacterium isolate CP_BM_RX_83 BM_RX_k147_8244240, whole genome shotgun sequence
NZ_AUEK01000006.1    -         lina-combo-v1        -          cm        1       56   406787   406828      +    no    1 0.79   1.2   26.6   6.4e+02 !   Solirubrobacter sp. URHD0082 H958DRAFT_scaffold00004.4_C, whole genome shotgun sequence
JACPVF010000013.1    -         lina-combo-v1        -          cm        1       56   465289   465220      -    no    1 0.64   0.0   26.6   6.4e+02 !   Chloroflexi bacterium isolate NC_groundwater_777_Ag_S2p5_58_39 JBCH_GD18_4_SO25_S179_scaffold_604462, whole genome shotgun sequence
NZ_CP058316.1        -         lina-combo-v1        -          cm        1       56  3076692  3076744      +    no    1 0.66   0.0   26.6   6.5e+02 !   Microbacterium oleivorans strain I46 chromosome, complete genome
CAIPXZ010000495.1    -         lina-combo-v1        -          cm        1       56     3036     3089      +    no    1 0.72   0.0   26.6   6.5e+02 !   uncultured Myxococcales bacterium isolate YR2_bin-0002 genome assembly, contig: bin-0002:495/806, whole genome shotgun sequence
NZ_MDEN01000043.1    -         lina-combo-v1        -          cm        1       56     2806     2867      +    no    1 0.56   0.0   26.6   6.5e+02 !   Pseudomonas graminis strain UASWS1507, whole genome shotgun sequence
NZ_BJYX01000006.1    -         lina-combo-v1        -          cm        1       56   200393   200439      +    no    1 0.87   6.5   26.6   6.6e+02 !   Terrabacter aerolatus strain NBRC 106305 sequence06, whole genome shotgun sequence
NZ_JOIY01000005.1    -         lina-combo-v1        -          cm        1       56    60563    60524      -    no    1 0.80   0.8   26.6   6.6e+02 !   Streptomyces sp. NRRL S-340 contig5.1, whole genome shotgun sequence
JAEUQX010000037.1    -         lina-combo-v1        -          cm        1       56    30604    30647      +    no    1 0.68   0.0   26.6   6.6e+02 !   Anaerolineae bacterium isolate new MAG-262 k141_2452089, whole genome shotgun sequence
NZ_JFKA01000003.1    -         lina-combo-v1        -          cm        1       56   441648   441708      +    no    1 0.61   0.1   26.6   6.6e+02 !   Thalassospira mesophila strain JCM 18969 contig3, whole genome shotgun sequence
NZ_SJPV01000007.1    -         lina-combo-v1        -          cm        1       56   225275   225324      +    no    1 0.62   0.0   26.6   6.6e+02 !   Novipirellula artificiosorum strain Poly41 Poly41_contig00007, whole genome shotgun sequence
JAHJIN010000116.1    -         lina-combo-v1        -          cm        1       56     3482     3530      +    no    1 0.71   0.0   26.6   6.6e+02 !   MAG: Chloroflexi bacterium isolate Modern_marine_rock_biofilm.mb.101 Modern_marine_roc.mb.101_k141_155677, whole genome shotgun sequence
NZ_KZ984571.1        -         lina-combo-v1        -          cm        1       56    42286    42231      -    no    1 0.64   0.0   26.5   6.7e+02 !   Streptomyces sp. YIM 130001 DSC45_s24, whole genome shotgun sequence
NZ_PZYZ01000009.1    -         lina-combo-v1        -          cm        1       56    53129    53074      -    no    1 0.77   0.2   26.5   6.8e+02 !   Nocardioides sediminis strain KCTC 19271 KCTC_19271_Contig9, whole genome shotgun sequence
NZ_BNEA01000015.1    -         lina-combo-v1        -          cm        1       56    95481    95538      +    no    1 0.79   4.9   26.5   6.8e+02 !   Streptomyces achromogenes subsp. rubradiris strain NBRC 14000 sequence15, whole genome shotgun sequence
DNYQ01000042.1       -         lina-combo-v1        -          cm        1       56     2795     2736      -    no    1 0.45   0.0   26.5   6.8e+02 !   TPA_asm: Syntrophaceae bacterium isolate UBA8930 contig_1115, whole genome shotgun sequence
NZ_FMHV01000002.1    -         lina-combo-v1        -          cm        1       56  2723308  2723247      -    no    1 0.68   0.0   26.5   6.8e+02 !   Micromonospora rhizosphaerae strain DSM 45431, whole genome shotgun sequence
CAITDR010000256.1    -         lina-combo-v1        -          cm        1       56    12898    12948      +    no    1 0.63   0.0   26.5   6.9e+02 !   uncultured proteobacterium isolate ErkenSummer_bin-5044 genome assembly, contig: bin-5044:256/711, whole genome shotgun sequence
NZ_JACCFK010000001.1 -         lina-combo-v1        -          cm        1       56  3192007  3192062      +    no    1 0.77   0.2   26.5   6.9e+02 !   Amycolatopsis endophytica strain DSM 104006 Ga0374050_01, whole genome shotgun sequence
NZ_CAQI01000042.1    -         lina-combo-v1        -          cm        1       56   172249   172309      +    no    1 0.62   0.0   26.5   6.9e+02 !   Pseudarthrobacter siccitolerans strain 4J27, whole genome shotgun sequence
NZ_RYFI01000001.1    -         lina-combo-v1        -          cm        1       56   293996   294037      +    no    1 0.74   0.0   26.5   6.9e+02 !   Hansschlegelia zhihuaiae strain S 113 Scaffold1, whole genome shotgun sequence
NZ_FYDX01000005.1    -         lina-combo-v1        -          cm        1       56    33577    33626      +    no    1 0.80   1.0   26.5   6.9e+02 !   Pseudomonas sp. Irchel 3E13 isolate Pseudomonas sp. Irchel 3E13, whole genome shotgun sequence
NZ_VMNX01000014.1    -         lina-combo-v1        -          cm        1       56    46615    46566      -    no    1 0.70   0.1   26.4     7e+02 !   Streptomyces sp. K1PN6 NODE_14_length_75610_cov_36.1361, whole genome shotgun sequence
PMXB01000200.1       -         lina-combo-v1        -          cm        1       56     1927     1984      +    no    1 0.62   0.0   26.4     7e+02 !   Acidobacteriaceae bacterium isolate bog_172 73.20110700_S3M.50_contig_25692, whole genome shotgun sequence
JAFQPM010000021.1    -         lina-combo-v1        -          cm        1       56    26455    26392      -    no    1 0.33   0.0   26.4   7.1e+02 !   Clostridia bacterium isolate RGIG2032 Goat_Colon-1__c437424, whole genome shotgun sequence
NZ_JAFREP010000003.1 -         lina-combo-v1        -          cm        1       56    71864    71918      +    no    1 0.47   0.0   26.4   7.1e+02 !   Acanthopleuribacter pedis strain KCTC 12899 Scaffold3_1, whole genome shotgun sequence
NZ_CADEPL010000009.1 -         lina-combo-v1        -          cm        1       56    32665    32724      +    no    1 0.75   0.1   26.4   7.1e+02 !   Vogesella oryzae isolate Q2602, whole genome shotgun sequence
NZ_FOWX01000001.1    -         lina-combo-v1        -          cm        1       56   106839   106872      +    no    1 0.76   0.0   26.4   7.2e+02 !   Pseudomonas borbori strain DSM 17834, whole genome shotgun sequence
VBIQ01000013.1       -         lina-combo-v1        -          cm        1       56   187825   187781      -    no    1 0.82   1.0   26.4   7.2e+02 !   Chloroflexi bacterium isolate CF_134 14_0927_12_20cm_scaffold_20, whole genome shotgun sequence
DHTR01000054.1       -         lina-combo-v1        -          cm        1       56     4125     4072      -    no    1 0.48   0.0   26.4   7.2e+02 !   MAG TPA_asm: Pelotomaculum sp. UBA5255 UBA5255_contig_18108, whole genome shotgun sequence
NZ_CP051006.1        -         lina-combo-v1        -          cm        1       56   305031   304984      -    no    1 0.81   0.8   26.4   7.2e+02 !   Streptomyces griseofuscus strain DSM 40191 chromosome, complete genome
NCKB01000003.1       -         lina-combo-v1        -          cm        1       56   298948   298902      -    no    1 0.81   1.7   26.4   7.2e+02 !   Xanthomonadales bacterium 15-68-25 04302015_15_scaffold_2, whole genome shotgun sequence
NZ_JH600068.1        -         lina-combo-v1        -          cm        1       56  3658398  3658365      -    no    1 0.76   0.0   26.4   7.2e+02 !   Desulfovibrio sp. U5L DesU5Lscaffold_2, whole genome shotgun sequence
JAHRXB010000124.1    -         lina-combo-v1        -          cm        1       56     1560     1610      +    no    1 0.51   0.0   26.4   7.3e+02 !   MAG: Bdellovibrio sp. isolate DR_7_2.37 k141_249600, whole genome shotgun sequence
NZ_JACYVI010000016.1 -         lina-combo-v1        -          cm        1       56    12267    12206      -    no    1 0.58   0.0   26.4   7.3e+02 !   Pseudomonas sp. CFBP 13711 strain CFBP13711 CFBP1371116, whole genome shotgun sequence
NZ_MDEN01000019.1    -         lina-combo-v1        -          cm        1       56      269      208      -    no    1 0.58   0.0   26.4   7.3e+02 !   Pseudomonas graminis strain UASWS1507, whole genome shotgun sequence
DRKX01000087.1       -         lina-combo-v1        -          cm        1       56    12356    12402      +    no    1 0.53   0.0   26.4   7.3e+02 !   TPA_asm: Nitrospirae bacterium isolate HyVt-450 HyVt-450_k145_324830, whole genome shotgun sequence
NZ_KE386492.1        -         lina-combo-v1        -          cm        1       56   172508   172557      +    no    1 0.50   0.0   26.4   7.3e+02 !   Flectobacillus major DSM 103 FlemaDRAFT_FME.7, whole genome shotgun sequence
CAIOHR010000080.1    -         lina-combo-v1        -          cm        1       56    62764    62726      -    no    1 0.67   0.0   26.4   7.3e+02 !   uncultured Pirellula sp. isolate ErkenSummer_bin-0307 genome assembly, contig: bin-0307:080/445, whole genome shotgun sequence
NZ_VUAZ01000029.1    -         lina-combo-v1        -          cm        1       56     9312     9362      +    no    1 0.67   0.0   26.4   7.3e+02 !   Pseudomonas kitaguniensis strain MAFF 212408 MAFF212408_contig_29, whole genome shotgun sequence
DFYU01000141.1       -         lina-combo-v1        -          cm        1       56    31461    31544      +    no    1 0.69   0.0   26.4   7.3e+02 !   TPA_asm: Geobacter sp. UBA4074 UBA4074_contig_6497, whole genome shotgun sequence
NZ_NSGV01000001.1    -         lina-combo-v1        -          cm        1       56  4490254  4490206      -    no    1 0.78   0.1   26.4   7.3e+02 !   Streptomyces sp. TLI_235 Ga0151174_101, whole genome shotgun sequence
PHAT01000003.1       -         lina-combo-v1        -          cm        1       56   174697   174758      +    no    1 0.60   0.0   26.4   7.3e+02 !   Deltaproteobacteria bacterium HGW-Deltaproteobacteria-6 yuki_s1_sub10_scaffold_3, whole genome shotgun sequence
WOZK01000005.1       -         lina-combo-v1        -          cm        1       56    51455    51403      -    no    1 0.53   0.0   26.3   7.4e+02 !   Candidatus Omnitrophica bacterium isolate WOFB22 NODE_199_length_57049_cov_53.860424, whole genome shotgun sequence
NZ_KQ058836.1        -         lina-combo-v1        -          cm        1       56      762      712      -    no    1 0.67   0.0   26.3   7.4e+02 !   Micromonospora sp. HK10 Scaffold193, whole genome shotgun sequence
QNDS01000223.1       -         lina-combo-v1        -          cm        1       56     2679     2635      -    no    1 0.64   0.0   26.3   7.4e+02 !   Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_23051, whole genome shotgun sequence
NZ_FMAC01000005.1    -         lina-combo-v1        -          cm        1       56   145517   145569      +    no    1 0.58   0.0   26.3   7.4e+02 !   Rhizobium hainanense strain CCBAU 57015, whole genome shotgun sequence
NZ_CP077093.1        -         lina-combo-v1        -          cm        1       56  4324684  4324625      -    no    1 0.62   0.0   26.3   7.4e+02 !   Pseudomonas sp. RW8P3 chromosome, complete genome
NZ_AYMQ01000054.1    -         lina-combo-v1        -          cm        1       56   139069   139028      -    no    1 0.55   0.0   26.3   7.5e+02 !   Serratia sp. H1w Contig54, whole genome shotgun sequence
NZ_CP011254.1        -         lina-combo-v1        -          cm        1       56   954836   954877      +    no    1 0.55   0.0   26.3   7.5e+02 !   Serratia fonticola strain DSM 4576 chromosome, complete genome
NZ_JACHNB010000001.1 -         lina-combo-v1        -          cm        1       56  8099851  8099901      +    no    1 0.80   0.7   26.3   7.5e+02 !   Actinoplanes octamycinicus strain DSM 45809 Ga0104639_01, whole genome shotgun sequence
NZ_JRKM01000001.1    -         lina-combo-v1        -          cm        1       56  4594847  4594894      +    no    1 0.65   0.0   26.3   7.6e+02 !   Aquabacterium sp. NJ1 contig01, whole genome shotgun sequence
NZ_WQKZ01000001.1    -         lina-combo-v1        -          cm        1       56   277018   277078      +    no    1 0.70   0.0   26.3   7.6e+02 !   Hymenobacter sp. HMF4947 1, whole genome shotgun sequence
NZ_POTY01000166.1    -         lina-combo-v1        -          cm        1       56     2751     2801      +    no    1 0.73   0.0   26.3   7.7e+02 !   Micromonospora craterilacus strain NA12 NODE_166_length_16204_cov_20.0238, whole genome shotgun sequence
NZ_BMVW01000020.1    -         lina-combo-v1        -          cm        1       56   131995   132048      +    no    1 0.69   0.0   26.3   7.8e+02 !   Streptomyces poonensis strain JCM 4815 sequence20, whole genome shotgun sequence
NZ_FMZA01000028.1    -         lina-combo-v1        -          cm        1       56    15473    15426      -    no    1 0.50   0.0   26.2   7.8e+02 !   Melghirimyces thermohalophilus strain DSM 45514, whole genome shotgun sequence
NZ_CP047289.1        -         lina-combo-v1        -          cm        1       56   960590   960646      +    no    1 0.61   0.0   26.2   7.9e+02 !   Falsirhodobacter sp. PG104 chromosome, complete genome
NZ_JACHJP010000002.1 -         lina-combo-v1        -          cm        1       56   303258   303196      -    no    1 0.73   0.1   26.2   7.9e+02 !   Streptosporangium saharense strain CECT 8840 Ga0436955_02, whole genome shotgun sequence
NZ_FMTP01000002.1    -         lina-combo-v1        -          cm        1       56   191572   191524      -    no    1 0.67   0.0   26.2   7.9e+02 !   Ancylobacter rudongensis strain CGMCC 1.1761, whole genome shotgun sequence
NC_016024.1          -         lina-combo-v1        -          cm        1       56  1538315  1538250      -    no    1 0.67   0.0   26.2     8e+02 !   Chloracidobacterium thermophilum B chromosome 1, complete sequence
NZ_BMTN01000005.1    -         lina-combo-v1        -          cm        1       56   373615   373656      +    no    1 0.67   0.0   26.2     8e+02 !   Streptomyces kurssanovii strain JCM 4388 sequence005, whole genome shotgun sequence
NZ_VIVR01000001.1    -         lina-combo-v1        -          cm        1       56  5577834  5577881      +    no    1 0.62   0.0   26.2     8e+02 !   Kitasatospora atroaurantiaca strain DSM 41649 Ga0197563_11, whole genome shotgun sequence
DJVG01000052.1       -         lina-combo-v1        -          cm        1       56     8764     8714      -    no    1 0.59   0.0   26.2     8e+02 !   TPA_asm: Elusimicrobia bacterium UBA6262 UBA6262_contig_126796, whole genome shotgun sequence
WLDE01000159.1       -         lina-combo-v1        -          cm        1       56     1800     1862      +    no    1 0.70   0.0   26.2     8e+02 !   Actinobacteria bacterium isolate UFOp-RE-15aug16-175 RE-15aug16-175-c160, whole genome shotgun sequence
NZ_VSFA01000121.1    -         lina-combo-v1        -          cm        1       56    12469    12394      -    no    1 0.72   3.7   26.2     8e+02 !   Micromonospora sp. MP36 121, whole genome shotgun sequence
NZ_QEKW01000001.1    -         lina-combo-v1        -          cm        1       56   979487   979535      +    no    1 0.69   0.0   26.2   8.1e+02 !   Actinomycetospora cinnamomea strain DSM 45771 Ga0215654_101, whole genome shotgun sequence
NZ_AP022564.1        -         lina-combo-v1        -          cm        1       56  2071817  2071744      -    no    1 0.73   0.2   26.2   8.1e+02 !   Mycolicibacter terrae strain JCM 12143 chromosome, complete genome
PMCR01000384.1       -         lina-combo-v1        -          cm        1       56     1599     1656      +    no    1 0.59   0.0   26.2   8.1e+02 !   Myxococcales bacterium isolate fen_1137 73.20120700_E3M.127_contig_278894, whole genome shotgun sequence
PMSX01000135.1       -         lina-combo-v1        -          cm        1       56     4463     4413      -    no    1 0.49   0.0   26.2   8.1e+02 !   Bryobacterales bacterium isolate palsa_124 73.20110700_P1S.21_contig_4670, whole genome shotgun sequence
JADMJD010000127.1    -         lina-combo-v1        -          cm        1       56    12691    12746      +    no    1 0.75   0.1   26.2   8.1e+02 !   MAG: Rubrivivax sp. isolate MAG_105 NODE_934_length_38409_cov_9.908380, whole genome shotgun sequence
RFJS01000045.1       -         lina-combo-v1        -          cm        1       56      947      999      +    no    1 0.72   0.2   26.2   8.2e+02 !   Verrucomicrobia bacterium isolate J108 k99_52938, whole genome shotgun sequence
PLQL01000031.1       -         lina-combo-v1        -          cm        1       56     6182     6236      +    no    1 0.64   0.0   26.2   8.2e+02 !   Acidimicrobiaceae bacterium isolate bog_782 73.20120700_S2M.4_contig_418, whole genome shotgun sequence
NZ_LR701572.1        -         lina-combo-v1        -          cm        1       56  1157472  1157421      -    no    1 0.67   0.0   26.1   8.2e+02 !   Hoeflea sp. EC-HK425 isolate HOE425, whole genome shotgun sequence
JAHIYU010000193.1    -         lina-combo-v1        -          cm        1       56    33756    33798      +    no    1 0.70   0.0   26.1   8.2e+02 !   MAG: bacterium isolate Modern_marine.mb.144 Modern_marine.mb.144_k141_2490701, whole genome shotgun sequence
NZ_LK995517.1        -         lina-combo-v1        -          cm        1       56    16753    16807      +    no    1 0.76   0.4   26.1   8.2e+02 !   Actinomyces succiniciruminis strain AM4
NZ_FZNR01000003.1    -         lina-combo-v1        -          cm        1       56   480957   480901      -    no    1 0.70   0.0   26.1   8.3e+02 !   Actinoplanes regularis strain DSM 43151, whole genome shotgun sequence
CAIYWI010000047.1    -         lina-combo-v1        -          cm        1       56    22005    21943      -    no    1 0.76   0.5   26.1   8.3e+02 !   uncultured Phycisphaerales bacterium isolate LaPlata_bin-2707 genome assembly, contig: bin-2707:047/170, whole genome shotgun sequence
