#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_CDRS01000146.1    -         nhaA-I               RF03057    cm       42       49    16267    16274      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_MRVD01000001.1    -         nhaA-I               RF03057    cm       42       49   635387   635394      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold1, whole genome shotgun sequence
NZ_MRVD01000002.1    -         nhaA-I               RF03057    cm       42       49   335024   335017      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold2, whole genome shotgun sequence
NZ_MRVD01000011.1    -         nhaA-I               RF03057    cm       42       49    66617    66624      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold13, whole genome shotgun sequence
NZ_MRVD01000011.1    -         nhaA-I               RF03057    cm       42       49   109138   109131      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold13, whole genome shotgun sequence
NZ_MRVD01000020.1    -         nhaA-I               RF03057    cm       42       49    47646    47653      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold29, whole genome shotgun sequence
NZ_MRVD01000035.1    -         nhaA-I               RF03057    cm       42       49    54366    54373      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Ensifer adhaerens strain X097 Scaffold53, whole genome shotgun sequence
NZ_NQXZ01000022.1    -         nhaA-I               RF03057    cm       42       49    28196    28189      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig22, whole genome shotgun sequence
NZ_NQXZ01000024.1    -         nhaA-I               RF03057    cm       42       49   105280   105273      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig24, whole genome shotgun sequence
NZ_NQXZ01000039.1    -         nhaA-I               RF03057    cm       42       49    32076    32083      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig39, whole genome shotgun sequence
NZ_NQXZ01000056.1    -         nhaA-I               RF03057    cm       42       49      764      771      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig56, whole genome shotgun sequence
NZ_NQXZ01000088.1    -         nhaA-I               RF03057    cm       42       49    11665    11672      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig89, whole genome shotgun sequence
NZ_NQXZ01000155.1    -         nhaA-I               RF03057    cm       42       49    13110    13117      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig171, whole genome shotgun sequence
NZ_NQYB01000007.1    -         nhaA-I               RF03057    cm       42       49   100998   101005      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig7, whole genome shotgun sequence
NZ_NQYB01000022.1    -         nhaA-I               RF03057    cm       42       49    56633    56640      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig22, whole genome shotgun sequence
NZ_NQYB01000043.1    -         nhaA-I               RF03057    cm       42       49     1955     1948      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig44, whole genome shotgun sequence
NZ_NQYB01000145.1    -         nhaA-I               RF03057    cm       42       49   132539   132532      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig182, whole genome shotgun sequence
NZ_CAKZ01000014.1    -         nhaA-I               RF03057    cm       42       49     8246     8239      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_CAKZ01000215.1    -         nhaA-I               RF03057    cm       42       49    24288    24281      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_WJWO01000002.1    -         nhaA-I               RF03057    cm       42       49   246312   246319      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_2_length_323409_cov_54.5877, whole genome shotgun sequence
NZ_WJWO01000008.1    -         nhaA-I               RF03057    cm       42       49   221860   221853      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_8_length_252674_cov_55.9063, whole genome shotgun sequence
NZ_WJWO01000011.1    -         nhaA-I               RF03057    cm       42       49    39306    39313      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_11_length_206317_cov_53.2963, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       42       49     7571     7564      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       42       49   362133   362140      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_LAYQ01000019.1    -         nhaA-I               RF03057    cm       42       49   131877   131870      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Corynebacterium minutissimum strain 1941 Contig_19, whole genome shotgun sequence
NZ_ACJD01000001.1    -         nhaA-I               RF03057    cm       42       49   353055   353048      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Brucella ceti str. Cudo chromosome I VBI00081_1, whole genome shotgun sequence
NZ_ACJD01000003.1    -         nhaA-I               RF03057    cm       42       49   561282   561289      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Brucella ceti str. Cudo chromosome I VBI00081_3, whole genome shotgun sequence
NZ_MTCQ01000271.1    -         nhaA-I               RF03057    cm       42       49      215      208      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas syringae pv. actinidiae strain C3 BV319_271, whole genome shotgun sequence
NZ_NKKW01000450.1    -         nhaA-I               RF03057    cm       42       49      279      272      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Lactobacillus crispatus strain RL27 RL27_464, whole genome shotgun sequence
NZ_UTTD01000002.1    -         nhaA-I               RF03057    cm       42       49      248      241      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas viridiflava isolate p22.C1, whole genome shotgun sequence
NZ_JPGN01000023.1    -         nhaA-I               RF03057    cm       42       49    62712    62719      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Nitrosococcus oceani C-27 contig_38, whole genome shotgun sequence
NZ_JAEKJV010000056.1 -         nhaA-I               RF03057    cm       42       49      206      213      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salipiger bermudensis strain SY-1-12 SY-1-12_ctg058, whole genome shotgun sequence
NZ_PEDB01000131.1    -         nhaA-I               RF03057    cm       42       49    66281    66288      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000131, whole genome shotgun sequence
NZ_PEDB01000140.1    -         nhaA-I               RF03057    cm       42       49   174946   174939      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000140, whole genome shotgun sequence
NZ_PEDB01000154.1    -         nhaA-I               RF03057    cm       42       49    22260    22267      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000154, whole genome shotgun sequence
NZ_RCIZ01000030.1    -         nhaA-I               RF03057    cm       42       49      482      489      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mesorhizobium sp. YM1C-6-2 YM1C_Scf_33, whole genome shotgun sequence
NZ_MOLL01000060.1    -         nhaA-I               RF03057    cm       42       49    17160    17167      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Vibrio cholerae strain DL4211 Contig_121, whole genome shotgun sequence
NZ_MOLM01000011.1    -         nhaA-I               RF03057    cm       42       49   156563   156556      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_11, whole genome shotgun sequence
NZ_MLFE01000015.1    -         nhaA-I               RF03057    cm       42       49    71257    71250      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pantoea allii strain LMG 24248 Contig0015_, whole genome shotgun sequence
NZ_MLFE01000030.1    -         nhaA-I               RF03057    cm       42       49    32490    32483      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pantoea allii strain LMG 24248 Contig0030_, whole genome shotgun sequence
NZ_SEIL01000021.1    -         nhaA-I               RF03057    cm       42       49    29230    29237      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Acinetobacter lwoffii strain AL_065 NODE_21_length_46295_cov_31.7481, whole genome shotgun sequence
NZ_CABEFZ010000004.1 -         nhaA-I               RF03057    cm       42       49   164557   164564      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000022.1 -         nhaA-I               RF03057    cm       42       49   228337   228344      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000026.1 -         nhaA-I               RF03057    cm       42       49    72006    71999      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000057.1 -         nhaA-I               RF03057    cm       42       49    85357    85364      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000063.1 -         nhaA-I               RF03057    cm       42       49    78257    78250      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000080.1 -         nhaA-I               RF03057    cm       42       49    99328    99321      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000082.1 -         nhaA-I               RF03057    cm       42       49    45195    45202      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_CABEFZ010000086.1 -         nhaA-I               RF03057    cm       42       49    10892    10885      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAHEAH010000003.1 -         nhaA-I               RF03057    cm       42       49    25230    25237      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Flavihumibacter rivuli strain IMCC34838 NODE_3_length_678769_cov_33.333908, whole genome shotgun sequence
NZ_BIMO01000001.1    -         nhaA-I               RF03057    cm       42       49    98355    98348      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Stenotrophomonas pavanii strain Y contig1, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm       42       49   623166   623173      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_JSAK01000057.1    -         nhaA-I               RF03057    cm       42       49      107      100      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas fluorescens strain C2 contig_57, whole genome shotgun sequence
NZ_AGNO01000428.1    -         nhaA-I               RF03057    cm       42       49      313      320      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas syringae pv. actinidiae CFBP 7286 scf_12383_2283_contig_1, whole genome shotgun sequence
NZ_LHMF01000014.1    -         nhaA-I               RF03057    cm       42       49    15382    15389      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_14, whole genome shotgun sequence
NZ_LHMF01000017.1    -         nhaA-I               RF03057    cm       42       49    36757    36750      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_17, whole genome shotgun sequence
NZ_LHMF01000019.1    -         nhaA-I               RF03057    cm       42       49    65839    65832      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_19, whole genome shotgun sequence
NZ_LHNW01000001.1    -         nhaA-I               RF03057    cm       42       49   150502   150495      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_1, whole genome shotgun sequence
NZ_LHNW01000035.1    -         nhaA-I               RF03057    cm       42       49    15383    15390      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_35, whole genome shotgun sequence
NZ_LHNW01000038.1    -         nhaA-I               RF03057    cm       42       49    11809    11816      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_38, whole genome shotgun sequence
NZ_LHLX01000009.1    -         nhaA-I               RF03057    cm       42       49    73888    73881      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_9, whole genome shotgun sequence
NZ_LHLX01000013.1    -         nhaA-I               RF03057    cm       42       49    15383    15390      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_13, whole genome shotgun sequence
NZ_LHLX01000030.1    -         nhaA-I               RF03057    cm       42       49    11809    11816      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_30, whole genome shotgun sequence
NZ_LHLF01000013.1    -         nhaA-I               RF03057    cm       42       49    75401    75394      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_13, whole genome shotgun sequence
NZ_LHLF01000020.1    -         nhaA-I               RF03057    cm       42       49   150502   150495      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_20, whole genome shotgun sequence
NZ_LHLF01000027.1    -         nhaA-I               RF03057    cm       42       49    65840    65833      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_27, whole genome shotgun sequence
NZ_LHMA01000007.1    -         nhaA-I               RF03057    cm       42       49   150502   150495      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_7, whole genome shotgun sequence
NZ_LHMA01000009.1    -         nhaA-I               RF03057    cm       42       49    75401    75394      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_9, whole genome shotgun sequence
NZ_LHMA01000041.1    -         nhaA-I               RF03057    cm       42       49    65840    65833      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_41, whole genome shotgun sequence
NZ_JAGQAL010000085.1 -         nhaA-I               RF03057    cm       42       49      387      380      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Shewanella algae strain LZ2013652 NODE_85_length_773_cov_4.302228, whole genome shotgun sequence
NZ_QGNV01000096.1    -         nhaA-I               RF03057    cm       42       49      139      132      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella pneumoniae strain HPCN17 Scaffold_99, whole genome shotgun sequence
NZ_VDPI01000094.1    -         nhaA-I               RF03057    cm       42       49      131      138      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Corynebacterium singulare strain DE0529 NODE_94_length_208_cov_64.262069, whole genome shotgun sequence
NZ_JACJNF010000002.1 -         nhaA-I               RF03057    cm       42       49   332104   332097      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_02, whole genome shotgun sequence
NZ_JACJNF010000002.1 -         nhaA-I               RF03057    cm       42       49   798566   798573      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_02, whole genome shotgun sequence
NZ_JACJNF010000003.1 -         nhaA-I               RF03057    cm       42       49   638050   638057      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_03, whole genome shotgun sequence
NZ_JACJNF010000020.1 -         nhaA-I               RF03057    cm       42       49    37934    37941      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_20, whole genome shotgun sequence
NZ_JACJNC010000004.1 -         nhaA-I               RF03057    cm       42       49   282434   282427      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_04, whole genome shotgun sequence
NZ_JACJNC010000009.1 -         nhaA-I               RF03057    cm       42       49    70719    70712      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_09, whole genome shotgun sequence
NZ_JACJNC010000026.1 -         nhaA-I               RF03057    cm       42       49    26981    26988      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_26, whole genome shotgun sequence
NZ_JACJNC010000027.1 -         nhaA-I               RF03057    cm       42       49    86029    86022      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_27, whole genome shotgun sequence
NZ_JACJMT010000002.1 -         nhaA-I               RF03057    cm       42       49   184147   184154      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_02, whole genome shotgun sequence
NZ_JACJMT010000004.1 -         nhaA-I               RF03057    cm       42       49   266789   266796      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_04, whole genome shotgun sequence
NZ_JACJMT010000007.1 -         nhaA-I               RF03057    cm       42       49   258825   258818      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_07, whole genome shotgun sequence
NZ_JACJMT010000014.1 -         nhaA-I               RF03057    cm       42       49     7131     7124      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_14, whole genome shotgun sequence
NZ_CDMV01000001.1    -         nhaA-I               RF03057    cm       42       49   348818   348825      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_CDMV01000004.1    -         nhaA-I               RF03057    cm       42       49    18009    18016      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_CDMV01000056.1    -         nhaA-I               RF03057    cm       42       49   224772   224779      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       42       49   641196   641203      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       42       49  1145118  1145111      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       42       49  1263284  1263291      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       42       49  2210915  2210922      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_SZVD01000018.1    -         nhaA-I               RF03057    cm       42       49    45121    45114      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Enterobacter ludwigii strain ES-1 NODE_18_length_89320_cov_172.820221, whole genome shotgun sequence
NZ_JNWU01000183.1    -         nhaA-I               RF03057    cm       42       49      180      173      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Streptomyces alboviridis strain NRRL B-1579 contig183.1, whole genome shotgun sequence
NZ_JAEIQX010000193.1 -         nhaA-I               RF03057    cm       42       49       82       75      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Borreliella garinii strain IBS2 NODE_193_length_207_cov_0.888158, whole genome shotgun sequence
NZ_ANMK01000029.1    -         nhaA-I               RF03057    cm       42       49    16794    16787      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00033, whole genome shotgun sequence
NZ_ANML01000077.1    -         nhaA-I               RF03057    cm       42       49     2708     2701      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00081, whole genome shotgun sequence
NZ_ANMI01000088.1    -         nhaA-I               RF03057    cm       42       49    38871    38878      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00095, whole genome shotgun sequence
NZ_ANMJ01000036.1    -         nhaA-I               RF03057    cm       42       49   205375   205382      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00039, whole genome shotgun sequence
NZ_ANMM01000001.1    -         nhaA-I               RF03057    cm       42       49    19758    19751      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00001, whole genome shotgun sequence
NZ_JAINZY010000078.1 -         nhaA-I               RF03057    cm       42       49      137      130      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Nocardia coffeae strain CA2R105 78, whole genome shotgun sequence
NZ_QDLQ01000003.1    -         nhaA-I               RF03057    cm       42       49   280829   280822      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Salmonella enterica strain 235 NODE_3_length_361556_cov_12.9303, whole genome shotgun sequence
NZ_MRZP01000001.1    -         nhaA-I               RF03057    cm       42       49    66417    66424      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_1_length_293101_cov_76.4829_ID_1, whole genome shotgun sequence
NZ_MRZP01000016.1    -         nhaA-I               RF03057    cm       42       49    74146    74139      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_16_length_110220_cov_91.1201_ID_31, whole genome shotgun sequence
NZ_JYOF01000004.1    -         nhaA-I               RF03057    cm       42       49   367086   367093      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Pseudomonas sp. 2(2015) contig4, whole genome shotgun sequence
NZ_PEDB01000140.1    -         nhaA-I               RF03057    cm       42       49     3734     3741      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000140, whole genome shotgun sequence
NZ_BIMO01000007.1    -         nhaA-I               RF03057    cm       42       49   138428   138421      -    no    1 0.88   0.0    6.1   6.3e+04 ?   Stenotrophomonas pavanii strain Y contig7, whole genome shotgun sequence
NZ_JACJNF010000006.1 -         nhaA-I               RF03057    cm       42       49   288881   288874      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_06, whole genome shotgun sequence
NZ_JACJNF010000012.1 -         nhaA-I               RF03057    cm       42       49   146946   146953      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_12, whole genome shotgun sequence
NZ_JACJNC010000013.1 -         nhaA-I               RF03057    cm       42       49    81168    81175      +    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_13, whole genome shotgun sequence
NZ_JACJMT010000001.1 -         nhaA-I               RF03057    cm       42       49   251522   251515      -    no    1 0.88   0.0    6.1   6.3e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_01, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       42       49  2348496  2348503      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_NAZO01000139.1    -         nhaA-I               RF03057    cm       42       49      201      208      +    no    1 0.88   0.0    6.1   6.3e+04 ?   Mycobacterium tuberculosis variant bovis strain MbURU-015 contig139, whole genome shotgun sequence
NZ_MRZP01000024.1    -         nhaA-I               RF03057    cm        1       55    46051    46022      -    no    1 0.60   0.0    6.1   6.4e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_24_length_71792_cov_72.1165_ID_47, whole genome shotgun sequence
NZ_LJXB01000027.1    -         nhaA-I               RF03057    cm        1       55     1095     1009      -    no    1 0.59   0.0    6.1   6.4e+04 ?   Pseudomonas fluorescens strain S613 AN403.Contig425, whole genome shotgun sequence
NZ_RBRQ01000271.1    -         nhaA-I               RF03057    cm       10       55      262      205      -    5'    2 0.62   0.0    6.1   6.4e+04 ?   Pseudomonas syringae pv. primulae strain ICMP 8670 PprICMP8670_Contig_322, whole genome shotgun sequence
NZ_AEPG01000403.1    -         nhaA-I               RF03057    cm       36       55     8183     8211      +    no    1 0.76   0.0    6.1   6.4e+04 ?   Neisseria sicca DS1 contig00403, whole genome shotgun sequence
NZ_NQXZ01000008.1    -         nhaA-I               RF03057    cm       37       54    10682    10664      -    no    1 0.74   0.0    6.1   6.5e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig8, whole genome shotgun sequence
NZ_NQYB01000060.1    -         nhaA-I               RF03057    cm       37       54    10734    10716      -    no    1 0.74   0.0    6.1   6.5e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig61, whole genome shotgun sequence
NZ_JYOF01000001.1    -         nhaA-I               RF03057    cm       37       54   167019   167037      +    no    1 0.74   0.0    6.1   6.5e+04 ?   Pseudomonas sp. 2(2015) contig1, whole genome shotgun sequence
NZ_LUSX01000009.1    -         nhaA-I               RF03057    cm       41       50    72502    72511      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Lonsdalea populi strain CFCC 11265 contig00009, whole genome shotgun sequence
NZ_LUSZ01000046.1    -         nhaA-I               RF03057    cm       41       50    18366    18357      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Lonsdalea populi strain CFCC 11263 contig00046, whole genome shotgun sequence
NZ_MRZP01000017.1    -         nhaA-I               RF03057    cm       41       50    62819    62828      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_17_length_103331_cov_81.3689_ID_33, whole genome shotgun sequence
